city,district,front,size,property_age,bedrooms_number,bathrooms_number,livingrooms_number,kitchen_existence,garage_existence,has_driver_room,has_maid_room,is_furnished,has_ac,has_roof,has_pool,has_frontyard,has_basement,is_duplex,has_elevator,has_fireplace,price,rooms_number,house_worker_facilities_existence
 Riyadh,   حي القادسية ,South Eastي,375,0,5,4,2,0,1,0,1,0,0,0,0,1,0,0,0,1,50000,11,0
 Riyadh,   حي الملك فهد ,South,520,30,7,5,2,1,1,0,1,1,1,1,0,1,0,0,0,0,100000,14,0
 Riyadh,   حي العارض ,West,315,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,0,1,75000,14,1
 Riyadh,   حي العارض ,South,375,4,7,5,5,1,1,1,1,0,1,0,0,1,0,0,0,1,105000,17,1
 Riyadh,   حي الياسمين ,North,375,5,4,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,100000,10,1
 Riyadh,   حي السليمانية ,East,300,5,5,5,1,1,1,0,1,0,1,0,0,0,0,1,0,0,90000,11,0
 Riyadh,   حي الملز ,East,300,33,5,5,2,1,0,1,1,0,0,0,0,1,0,0,0,0,50000,12,1
 Riyadh,   حي العريجاء الغربية ,South Westي,500,36,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,45000,11,0
 Riyadh,   حي قرطبة ,North Westي,400,0,5,5,2,1,0,0,0,0,1,1,0,1,1,1,0,0,85000,12,0
 Riyadh,   حي الضباط ,South,600,30,5,5,5,1,1,0,1,0,0,1,0,1,0,0,0,0,75000,15,0
 Riyadh,   حي حطين ,East,450,7,7,5,5,1,1,1,1,0,1,1,0,1,1,0,0,0,350000,17,1
 Riyadh,   حي العريجاء ,West,312,15,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,60000,12,0
 Riyadh,   حي العارض ,North,270,4,4,5,2,1,1,1,1,1,1,1,0,1,0,1,0,0,120000,11,1
 Riyadh,   حي النفل ,South,250,8,5,5,2,1,1,1,1,0,1,0,1,1,0,0,0,0,100000,12,1
 Riyadh,   حي السليمانية ,North,300,10,3,3,1,1,1,0,1,0,1,0,0,1,0,1,0,0,80000,7,0
 Riyadh,   حي العارض ,South,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,75000,11,1
 Riyadh,   حي ظهرة لبن ,West,200,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,34000,13,1
 Riyadh,   حي الصفا ,North Westي,500,35,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,12,0
 Riyadh,   حي الشهداء ,North,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,100000,11,1
 Riyadh,   حي المؤتمرات ,North,450,0,4,5,4,1,1,1,1,0,1,0,1,1,1,0,0,0,175000,13,1
 Riyadh,   حي الرمال ,North,312,0,4,4,2,1,1,0,1,1,0,1,0,1,0,0,0,0,45000,10,0
 Riyadh,   حي المونسية ,South,360,2,5,5,1,1,1,1,0,0,0,1,0,1,0,0,0,0,55000,11,0
 Riyadh,   حي الصحافة ,North,375,5,5,5,4,1,1,1,1,0,1,1,0,1,1,0,0,0,135000,14,1
 Riyadh,   حي الرمال ,North,400,2,5,5,2,1,1,0,1,1,1,0,0,1,0,0,0,0,55000,12,0
 Riyadh,   حي العارض ,South,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,85000,11,1
 Riyadh,   حي الرمال ,North Eastي,286,0,4,5,2,1,1,1,1,0,0,1,0,1,0,1,0,1,45000,11,1
 Riyadh,   حي النهضة ,East,280,8,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,38000,7,0
 Riyadh,   حي العليا ,North Westي,355,5,1,5,4,1,1,1,1,0,1,1,0,1,0,1,0,0,95000,10,1
 Riyadh,   حي عكاظ ,East,450,3,7,5,2,1,1,0,1,0,0,1,0,1,0,0,0,1,33000,14,0
 Riyadh,   حي العارض ,North,260,5,5,5,2,1,1,0,0,0,1,1,0,1,0,1,0,0,110000,12,0
 Riyadh,   حي القدس ,South,1350,22,7,5,2,0,1,1,1,0,1,1,0,1,1,0,0,0,150000,14,1
 Riyadh,   حي العليا ,North,300,8,4,4,2,1,1,1,1,0,1,1,0,1,0,1,0,0,70000,10,1
 Riyadh,   حي الشفا ,South Eastي,170,10,2,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,20000,6,0
 Riyadh,   حي بنبان ,North,635,0,4,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,35000,10,0
 Riyadh,   حي النظيم ,East,400,0,5,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,40000,15,0
 Riyadh,   حي الخزامى ,North,400,0,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,140000,15,0
 Riyadh,   حي الدار البيضاء ,South,312,0,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,50000,9,0
 Riyadh,   حي الملقا ,South,200,3,5,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,90000,11,0
 Riyadh,   حي النرجس ,West,371,0,7,5,3,1,1,1,1,0,0,1,0,1,0,0,0,0,160000,15,1
 Riyadh,   حي الرمال ,South,300,0,3,3,1,1,1,1,1,1,1,1,0,1,0,0,0,1,48000,7,1
 Riyadh,   حي ظهرة لبن ,North,450,2,6,5,2,1,1,0,1,0,1,1,1,1,0,0,0,1,200000,13,0
 Riyadh,   حي طويق ,North,300,0,5,5,1,1,1,0,1,0,1,0,0,1,0,0,0,0,31000,11,0
 Riyadh,   حي طويق ,North,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,31000,12,0
 Riyadh,   حي الرمال ,North,280,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,45000,12,1
 Riyadh,   حي الرمال ,South Eastي,250,0,7,5,2,0,1,1,0,0,0,0,0,0,0,0,0,1,40000,14,0
 Riyadh,   حي العارض ,North,450,0,5,5,3,0,1,1,1,0,0,1,0,1,0,0,0,1,75000,13,1
 Riyadh,   حي ظهرة لبن ,North,300,0,4,5,2,1,1,0,0,0,0,0,1,1,0,1,0,1,60000,11,0
 Riyadh,   حي عكاظ ,South,250,2,7,5,4,0,1,0,1,0,1,0,0,0,0,1,0,1,45000,16,0
 Riyadh,   حي الرمال ,West,350,0,4,5,2,1,1,0,1,0,1,1,0,0,1,1,0,0,40000,11,0
 Riyadh,   حي السليمانية ,West,640,35,5,5,2,1,1,0,1,1,1,1,0,1,0,0,0,0,200000,12,0
 Riyadh,   حي العارض ,West,375,4,4,4,2,1,1,1,1,1,1,0,0,1,0,0,0,0,110000,10,1
 Riyadh,   حي العارض ,South,320,0,4,5,2,1,1,1,0,0,0,0,0,0,0,1,0,0,85000,11,0
 Riyadh,   حي الملز ,South Westي,1250,25,5,5,5,1,1,1,1,0,0,1,0,1,0,0,0,0,150000,15,1
 Riyadh,   حي العارض ,North,260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,0,0,120000,12,0
 Riyadh,   حي الصحافة ,East,320,4,5,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,90000,11,1
 Riyadh,   حي حطين ,South Eastي,786,10,5,5,3,1,1,1,1,0,1,1,1,1,0,0,0,1,650000,13,1
 Riyadh,   حي العارض ,North,308,0,4,5,1,1,1,0,1,0,1,0,0,0,0,1,0,0,90000,10,0
 Riyadh,   حي الملك عبدالله ,West,185,5,3,4,1,1,1,0,1,1,1,0,1,0,0,0,0,0,95000,8,0
 Riyadh,   حي القدس ,North,450,16,4,4,1,1,1,0,1,0,0,0,0,1,0,1,0,0,45000,9,0
 Riyadh,   حي الياسمين ,South,450,3,7,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,150000,14,1
 Riyadh,   حي الرمال ,North,300,0,4,3,1,1,1,0,1,0,0,1,0,1,0,1,0,0,40000,8,0
 Riyadh,   حي ام الحمام الغربي ,4 شوارع,165,30,5,4,2,1,1,1,1,0,1,0,0,1,0,0,0,0,75000,11,1
 Riyadh,   حي النموذجية ,South,700,30,7,5,1,1,1,1,0,0,0,1,0,1,0,0,0,0,120000,13,0
 Riyadh,   حي الصحافة ,North,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,175000,11,1
 Riyadh,   حي السويدي الغربي ,East,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,0,0,75000,11,0
 Riyadh,   حي الملز ,North,300,15,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,70000,9,0
 Riyadh,   حي القيروان ,North Westي,400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,140000,10,1
 Riyadh,   حي الحزم ,East,325,6,4,3,2,1,1,0,1,0,1,1,0,0,0,1,0,0,450000,9,0
 Riyadh,   حي غبيرة ,West,450,32,7,5,2,0,1,0,0,0,0,1,0,1,0,0,0,0,50000,14,0
 Riyadh,   حي سلطانة ,North,700,20,7,4,4,1,0,1,1,0,1,1,0,1,0,0,0,0,55000,15,1
 Riyadh,   حي السليمانية ,South,220,6,4,4,3,1,1,0,1,0,1,1,0,1,0,0,0,0,90000,11,0
 Riyadh,   حي العليا ,West,600,30,5,5,2,1,0,0,0,0,0,1,1,1,0,0,0,0,100000,12,0
 Riyadh,   حي الرمال ,East,300,0,4,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,550000,11,0
 Riyadh,   حي الملقا ,East,480,0,4,5,2,1,1,1,1,0,1,1,0,0,0,0,0,0,200000,11,1
 Riyadh,   حي النرجس ,North,300,0,3,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,100000,11,1
 Riyadh,   حي الوزارات ,3 شوارع,300,0,7,5,1,1,1,1,1,1,1,1,0,1,0,0,0,1,150000,13,1
 Riyadh,   حي الرمال ,South,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,0,1,45000,11,0
 Riyadh,   حي الصحافة ,North,390,15,3,4,3,1,1,0,1,0,1,1,0,1,0,0,0,0,95000,10,0
 Riyadh,   حي العارض ,East,499,0,7,5,4,1,1,1,1,0,0,1,0,1,0,0,0,0,150000,16,1
 Riyadh,   حي الصحافة ,North,390,15,4,4,3,1,1,1,1,0,1,1,0,1,0,0,0,0,95000,11,1
 Riyadh,   حي طويق ,South Westي,200,2,5,5,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3000,11,0
 Riyadh,   حي طويق ,North,360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,0,1,35000,11,0
 Riyadh,   حي العارض ,North,290,0,5,5,3,1,1,1,1,0,1,0,0,1,0,1,0,0,125000,13,1
 Riyadh,   حي الربيع ,North,370,6,6,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,140000,13,0
 Riyadh,   حي الرائد ,South,340,8,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,90000,9,1
 Riyadh,   حي الرمال ,South,250,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,40000,12,0
 Riyadh,   حي السويدي الغربي ,East,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,0,0,75000,11,0
 Riyadh,   حي النرجس ,North,300,3,3,5,3,1,1,1,0,0,1,0,0,1,0,1,0,0,85000,11,0
 Riyadh,   حي الرمال ,East,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,0,1,45000,11,0
 Riyadh,   حي الرمال ,North,300,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,45000,11,0
 Riyadh,   حي العارض ,East,372,2,4,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,75000,10,0
 Riyadh,   حي النفل ,East,500,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,160000,11,1
 Riyadh,   حي الربيع ,South,405,3,3,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,115000,10,1
 Riyadh,   حي الرمال ,North,390,0,1,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,4000,7,0
 Riyadh,   حي ظهرة لبن ,West,350,0,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,70000,12,0
 Riyadh,   حي الرمال ,West,320,0,4,5,2,0,1,0,1,0,0,1,0,1,0,0,0,0,45000,11,0
 Riyadh,   حي الصحافة ,North,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,160000,11,1
 Riyadh,   حي العارض ,North,400,2,5,5,2,1,1,0,0,0,1,1,0,1,0,0,0,1,80000,12,0
 Riyadh,   حي الرمال ,North Westي,350,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,0,1,60000,11,0
 Riyadh,   حي الرمال ,North Eastي,280,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,40000,9,0
 Riyadh,   حي العليا ,South,500,22,7,5,2,1,1,1,1,0,1,1,0,1,0,0,0,1,80000,14,1
 Riyadh,   حي السليمانية ,North,300,28,6,5,2,1,0,1,1,0,0,0,1,1,0,0,0,0,95000,13,1
 Riyadh,   حي الياسمين ,West,375,3,5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,95000,12,0
 Riyadh,   حي الملز ,North,462,10,5,5,3,1,1,1,1,1,1,1,0,1,0,0,0,0,140000,13,1
 Riyadh,   حي ظهرة لبن ,South,450,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,40000,10,0
 Riyadh,   حي الرمال ,West,330,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,12,0
 Riyadh,   حي القادسية ,North,384,0,5,5,2,0,1,1,1,0,0,1,0,1,0,0,0,0,80000,12,1
 Riyadh,   حي العارض ,North,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,1,0,1,110000,12,1
 Riyadh,   حي الصحافة ,East,375,2,5,5,1,1,1,0,1,0,1,1,0,1,0,0,0,0,90000,11,0
 Riyadh,   حي العارض ,North,200,5,5,5,2,1,1,1,1,1,1,1,0,1,0,0,0,1,110000,12,1
 Riyadh,   حي العقيق ,North,480,5,5,5,3,1,1,1,1,0,1,0,0,1,0,0,0,0,180000,13,1
 Riyadh,   حي العارض ,East,330,0,5,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,75000,11,0
 Riyadh,   حي المونسية ,South,530,7,7,4,2,0,1,1,1,0,0,1,0,1,0,0,0,1,45000,13,1
 Riyadh,   حي اليرموك ,North,300,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,65000,8,0
 Riyadh,   حي الملقا ,West,200,0,3,5,2,0,0,0,0,0,0,0,0,1,0,1,0,0,120000,10,0
 Riyadh,   حي العليا ,North,300,3,5,5,3,1,0,1,1,0,1,1,0,1,0,0,1,0,100000,13,1
 Riyadh,   حي العارض ,North,250,0,3,2,1,1,1,1,1,0,1,0,0,1,0,0,0,0,85000,6,1
 Riyadh,   حي الياسمين ,South,300,4,4,5,1,1,1,1,1,0,1,0,0,1,0,1,0,0,85000,10,1
 Riyadh,   حي الحزم ,North,320,2,6,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0,30000,10,0
 Riyadh,   حي العارض ,North Westي,375,0,5,5,3,1,1,1,1,0,1,0,0,1,0,0,0,0,90000,13,1
 Riyadh,   حي الندى ,North,260,9,5,5,1,1,1,1,1,0,1,0,1,1,0,1,0,0,120000,11,1
 Riyadh,   حي الملقا ,South,353,3,4,3,2,1,1,0,1,1,1,0,1,0,0,0,0,0,140000,9,0
 Riyadh,   حي الملقا ,North,606,0,4,4,2,0,1,1,1,0,1,0,1,1,1,0,1,0,450000,10,1
 Riyadh,   حي النرجس ,North,220,2,3,3,1,1,1,1,1,0,1,0,1,1,0,1,0,0,143000,7,1
 Riyadh,   حي الملك عبدالله ,West,200,0,4,4,3,1,1,0,1,1,1,1,1,1,0,0,0,0,95000,11,0
 Riyadh,   حي الرائد ,East,750,10,5,5,2,1,1,0,1,0,1,1,1,1,0,0,0,0,250000,12,0
 Riyadh,   حي العارض ,North,270,3,4,5,2,1,1,1,1,0,1,1,0,1,0,1,0,0,100000,11,1
 Riyadh,   حي الملك عبدالله ,West,200,0,3,4,3,1,1,0,1,1,1,1,1,1,1,0,0,0,95000,10,0
 Riyadh,   حي التعاون ,South Westي,250,0,4,5,1,1,1,1,1,0,1,0,1,0,0,1,0,0,130000,10,1
 Riyadh,   حي الخزامى ,South,250,15,2,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,100000,6,0
 Riyadh,   حي العزيزية ,South Eastي,800,20,5,5,4,1,1,1,1,0,1,1,0,1,0,0,0,1,80000,14,1
 Riyadh,   حي المدينة الصناعية الجديدة ,North Eastي,800,20,5,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,100000,14,0
 Riyadh,   حي النزهة ,East,730,10,5,5,3,1,1,1,1,1,1,0,0,1,0,0,0,0,350000,13,1
 Riyadh,   حي الخزامى ,South,400,0,5,5,2,1,1,1,1,0,1,1,1,1,1,0,0,0,330000,12,1
 Riyadh,   حي الملقا ,North,270,2,3,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,140000,9,0
 Riyadh,   حي الملقا ,North,270,3,3,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,140000,7,0
 Riyadh,   حي الملقا ,North,270,2,3,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,140000,7,1
 Riyadh,   حي بدر ,East,300,0,3,5,2,1,1,0,1,0,0,0,0,1,0,0,0,1,30000,10,0
 Riyadh,   حي الندى ,North Westي,950,7,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,0,350000,13,1
 Riyadh,   حي النهضة ,West,300,15,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,50000,15,0
 Riyadh,   حي العارض ,West,375,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,0,1,100000,12,1
 Riyadh,   حي طويق ,West,215,2,5,5,2,1,1,0,1,0,0,0,0,0,0,0,0,1,90000,12,0
 Riyadh,   حي المونسية ,North,300,0,4,5,1,0,1,1,1,0,0,0,0,1,0,1,1,1,80000,10,1
 Riyadh,   حي الحمراء ,East,420,10,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,130000,9,0
 Riyadh,   حي الصحافة ,East,320,0,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,95000,12,1
 Riyadh,   حي ديراب ,South,312,35,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2000,8,0
 Riyadh,   حي عكاظ ,South,200,0,4,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,33000,9,0
 Riyadh,   حي الصحافة ,West,350,6,3,5,2,1,1,1,1,1,1,0,1,1,0,1,0,0,135000,10,1
 Riyadh,   حي العزيزية ,North,300,5,5,5,1,1,1,0,0,0,1,1,0,0,0,0,0,0,50000,11,0
 Riyadh,   حي الحمراء ,North,600,0,5,4,2,1,1,1,1,1,1,1,1,1,0,0,1,1,270000,11,1
 Riyadh,   حي الخليج ,North,625,4,5,5,3,1,1,0,1,1,1,1,0,1,0,0,0,0,120000,13,0
 Riyadh,   حي النسيم الغربي ,East,450,0,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,70000,15,0
 Riyadh,   حي العليا ,North,250,0,1,2,3,1,0,1,1,0,1,1,1,1,0,0,0,0,75000,6,1
 Riyadh,   حي الفيحاء ,North Westي,575,21,5,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,65000,12,1
 Riyadh,   حي الفيحاء ,West,600,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,85000,12,1
 Riyadh,   حي المونسية ,South,400,10,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,70000,11,0
 Riyadh,   حي الرمال ,North,300,2,5,4,2,1,1,0,1,0,1,0,0,1,0,0,0,0,45000,11,0
 Riyadh,   حي المهدية ,South,375,3,3,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,45000,8,0
 Riyadh,   حي المونسية ,South,265,10,5,5,1,1,1,0,0,0,1,0,0,1,0,1,0,0,80000,11,0
 Riyadh,   حي العارض ,West,280,0,6,4,2,1,1,1,1,0,0,0,0,1,0,1,0,0,70000,12,1
 Riyadh,   حي الواحة ,South,500,10,5,5,3,1,1,1,1,1,1,1,1,1,1,0,0,0,250000,13,1
 Riyadh,   حي الشرق ,South,300,0,5,3,1,1,0,0,0,1,1,0,0,1,0,0,0,1,38000,9,0
 Riyadh,   حي الشرق ,South,375,0,4,2,2,0,1,1,0,0,0,0,0,1,0,0,0,1,38000,8,0
 Riyadh,   حي طويق ,North Westي,420,4,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,45000,12,0
 Riyadh,   حي العارض ,West,375,3,5,5,2,1,1,1,1,1,1,1,0,1,0,0,0,1,140000,12,1
 Riyadh,   حي الخزامى ,North,330,10,4,5,3,1,1,1,1,0,1,0,0,1,0,0,0,0,120000,12,1
 Riyadh,   حي قرطبة ,South,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,1,130000,14,1
 Riyadh,   حي الربيع ,West,300,9,4,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,60000,11,0
 Riyadh,   حي قرطبة ,South,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,1,130000,14,1
 Riyadh,   حي الحمراء ,North,618,7,5,5,1,1,1,1,1,0,1,0,1,1,0,0,0,0,150000,11,1
 Riyadh,   حي الورود ,South,400,21,4,5,2,1,1,1,1,1,1,0,0,1,0,0,0,0,80000,11,1
 Riyadh,   حي القادسية ,East,375,0,6,1,2,1,1,1,1,1,1,1,1,1,0,0,0,1,80000,9,1
 Riyadh,   حي الملك عبدالله ,South,300,13,4,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,80000,11,1
 Riyadh,   حي الروضة ,East,2000,18,4,4,1,1,0,1,1,0,1,0,1,1,0,0,0,0,300000,9,1
 Riyadh,   حي المهدية ,South,370,0,5,5,3,1,1,1,1,0,0,0,0,1,0,1,0,1,70000,13,1
 Riyadh,   حي عرقة ,West,240,14,5,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,40000,11,1
 Riyadh,   حي العليا ,South,600,10,5,5,2,1,1,1,1,0,1,0,1,1,0,0,0,0,110000,12,1
 Riyadh,   حي الملز ,West,700,30,7,4,4,1,1,1,1,0,0,1,0,1,0,0,0,0,80000,15,1
 Riyadh,   حي الملك فيصل ,West,450,5,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,60000,12,1
 Riyadh,   حي القيروان ,East,320,0,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,140000,8,0
 Riyadh,   حي الربيع ,North,350,4,4,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,150000,11,1
 Riyadh,   حي المحمدية ,East,750,10,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,150000,12,1
 Riyadh,   حي القادسية ,East,375,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,0,1,80000,13,1
 Riyadh,   حي الواحة ,South,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,90000,14,1
 Riyadh,   حي المروج ,South Westي,350,14,4,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,100000,10,0
 Riyadh,   حي الوادي ,East,1200,20,7,5,5,1,1,1,1,1,1,1,0,1,0,1,0,1,350000,17,1
 Riyadh,   حي الشرق ,North,300,0,4,4,2,1,0,0,0,0,1,0,0,1,0,0,0,1,3333,10,0
 Riyadh,   حي الفلاح ,North Eastي,380,3,5,5,2,0,1,1,1,0,1,0,0,1,0,0,0,0,110000,12,1
 Riyadh,   حي الخليج ,East,300,10,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30000,11,0
 Riyadh,   حي الرفيعة ,West,250,0,5,5,2,1,1,0,1,1,1,1,1,1,0,1,0,0,14000,12,0
 Riyadh,   حي العريجاء الغربية ,North Eastي,400,36,7,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,50000,17,0
 Riyadh,   حي ظهرة لبن ,South,500,0,3,5,3,1,1,1,1,0,0,1,0,1,0,0,0,1,50000,11,1
 Riyadh,   حي الشرق ,South,360,0,7,5,2,1,1,1,1,0,0,0,0,0,0,0,0,1,45000,14,1
 Riyadh,   حي الحائر ,North,200,13,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,16000,9,0
 Riyadh,   حي الملك فهد ,West,400,20,3,4,2,1,0,0,0,0,1,0,0,0,0,0,0,0,110000,9,0
 Riyadh,   حي الملقا ,West,255,0,3,2,2,1,1,1,1,0,1,0,0,1,0,0,0,0,130000,7,1
 Riyadh,   حي الرفيعة ,East,450,0,5,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,75000,12,0
 Riyadh,   حي المعيزلة ,East,360,0,5,5,4,1,1,0,1,0,0,0,0,1,0,0,0,0,90000,14,0
 Riyadh,   حي جرير ,3 شوارع,1652,20,6,5,3,1,1,1,1,0,1,0,0,1,1,0,0,0,350000,14,1
 Riyadh,   حي الملقا ,North,260,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,0,0,100000,10,0
 Riyadh,   حي الرمال ,South,325,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,10,0
 Riyadh,   حي الرمال ,West,370,0,6,3,2,1,1,0,0,0,0,0,0,1,0,0,0,0,3800,11,0
 Riyadh,   حي بدر ,East,280,5,7,4,4,1,1,0,0,0,1,0,0,1,0,1,0,0,50000,15,0
 Riyadh,   حي العليا ,North,300,0,5,4,3,1,1,0,1,0,0,1,0,1,0,1,0,0,90000,12,0
 Riyadh,   حي قرطبة ,South,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,0,130000,14,1
 Riyadh,   حي المنصورة ,North,500,7,5,3,2,1,0,1,1,0,0,1,0,1,0,0,0,1,70000,10,1
 Riyadh,   حي الرمال ,South,400,0,4,5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,52000,10,1
 Riyadh,   حي ام الحمام الغربي ,3 شوارع,1600,28,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,250000,12,1
 Riyadh,   حي الخليج ,North,500,31,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,7,0
 Riyadh,   حي الخليج ,South,1000,18,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,11,0
 Riyadh,   حي الياسمين ,North,250,6,3,3,1,1,0,0,1,0,1,0,0,0,0,1,0,0,65000,7,0
 Riyadh,   حي الصحافة ,East,230,7,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,80000,12,1
 Riyadh,   حي العارض ,West,350,0,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,100000,9,1
 Riyadh,   حي الرمال ,North,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,0,0,38000,11,0
 Riyadh,   حي الياسمين ,East,300,5,5,5,1,1,0,1,1,0,0,1,0,1,0,0,0,0,100000,11,1
 Riyadh,   حي العارض ,South,300,3,3,4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,52000,8,1
 Riyadh,   حي الفيحاء ,South Westي,484,17,5,5,2,1,0,1,0,1,0,0,0,1,0,0,0,1,60000,12,0
 Riyadh,   حي المونسية ,West,250,8,4,5,2,1,1,0,0,0,1,1,0,1,0,1,0,0,4500,11,0
 Riyadh,   حي العليا ,East,600,7,6,5,4,1,1,1,1,0,1,0,0,1,0,0,0,0,200000,15,1
 Riyadh,   حي العريجاء الوسطى ,North,400,25,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,1,50000,11,0
 Riyadh,   حي الخليج ,North,500,28,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25000,7,0
 Riyadh,   حي الرمال ,East,350,0,5,4,3,1,1,0,1,0,1,1,0,1,0,0,0,0,48000,12,0
 Riyadh,   حي الرمال ,South,400,0,4,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,60000,10,1
